
도시 청소년의 성의식 및 성문제와 성교육에 관한 조사 연구,"The purpose of this study was to investigate the sex consciousness, sex problems and sex education of adolescence emphasizing the validity and necessity for the systematic enforcement of sex education.
For this purpose, a questionnaire representing six categories, the relationship, with the opposite sex, sexual knowledge, sex consciousness, sex morality, sex problems, and sex education, was developed by the researchers.
The subjects of this study was 224 middle school students and 267high school students in Seoul.
Sex ration of these subjects was about the same;
For the satistical analysis of the collected data, frequency, Chi-square, and severed one way ANOVA's and two way ANOVA's were performed .05 was used as a significance level in this study.
The most important findings in the study showed that that most of the students wanted the systematic sex education in school, especially by the professionals in the sex education field.",이문희,1994,https://www.riss.kr/link?id=A2086327
비타민E 보충이 성인의 Immune activity에 미치는 영향,"This trial attempted to assess the effect of vitamin E supplementation on immune response for Korean adults. 10 volunteers aged between 20-60 received daily 10mg vitamin E for 6 months. The effect of the supplementation on the expression of cell surface markers(CD4, CD8) defining specific lymphocyte and NK cell activity(Lu 30), T cell(PHA) and B cell(SAC) proliferative response, were examined using flow cytometric analyses. The mean expression of CD4, CDS, CD56 tend to increase immediately after the supplementation. However, there were the tendency to show that the level come back to the level of the initial period. The results may suggest that immune response stabilized once the blood level saturated at the certain level of nutrient intake.",김영옥,2001,https://www.riss.kr/link?id=A327070
연령대별 1인 가구의 우울감에 미치는 영향요인: 다인 가구와의 비교를 중심으로,"The study aims to examine the association between patterns of depressive symptoms and which factors influence depressive symptoms of the between single-person and multi-person households according to the age groups by using data from the 16th year(2021) Korea Welfare Panel Study(KoWePS). A total of 2,172 single-person households and 9,355 multi-person households were divided into the following groups: young(19∼39), middle(40∼59), younger-old(60∼79), and older-old(80+). There were differences in the characteristics, levels of depressive symptoms, and factors affecting depressive symptoms for each age group between single-person and multi-person households. Unlike the young and middle-aged groups, the social relation characteristics of the older adults group were significantly associated with depressive symptoms regardless of household composition. The results of this study show that age should be considered in the research and intervention related to depressive symptoms in single-person households. These findings suggest practical and policy interventions for single-person households.",윤태실,2023,https://www.riss.kr/link?id=A108533011
성별에 따른 결혼 인식의 세대 차이,"The purpose of study is to examine marriage perceptions according to gender and generation, and whether they are influenced by socio-demographic information and family values. Online surveys were conducted to investigate family related values, and 1,319 adults participated in this study. Using STATA 17.0, descriptive analyses, correlational analyses, group comparison analyses, and hierarchical logistic regression analyses were conducted. The results are as follows. First, younger generations perceived family diversity more positively for both men and women. For women, younger generations showed higher levels of non-traditional gender role attitudes and positive family perceptions. Second, younger generations demonstrated lower levels of positive marriage perceptions, and the gender difference in perceiving marriage positively existed in generation M and Z. Third, for men and women, the babyboomer (BB) generation perceived marriage the most positively in model 1, but the generational differences disappeared after socio-demographic information and family value related variables were put in model 2 and 3. For men, higher levels of non-traditional gender role attitudes and positive family perceptions and lower levels of family diversity influenced their positive marriage perception. For women, lower levels of family diversity and higher levels of positive family perceptions influenced their positive marriage perception. Also, married individuals perceived marriage more positively regardless of gender or generations. This study will provide valuable information in making family policies regarding marriage and low birthrate.",진미정,2023,https://www.riss.kr/link?id=A108533013
유아의 미디어 이용시간 실태와 자기조절력 및 문제행동과의 관계,"The purpose of this study was to examine the media use time of young children and to investigate the relationship between young children’s media use time, self-regulation, and problem behavior. The subjects of this study were 82 mothers of 82 children age 5-6 and eight teachers of the children who are attending six preschool facilities in the Seoul area. To measure the media use time of young children, we developed our questionnaire for this study with reference to Current Status and Protective Measures of Young Children’s Exposure to Media Devices (Jeongrim Lee, Namhee Do, Yu Jeong Oh, 2013). This study modified and revised the Self-Control Rating Scale (Kendall and Wilcox, 1979) and Children's Behavior Rating Scale (C-TRF) (Oh Kyung-Ja & Kim Young-A, 2010). The Pearson product moment correlation coefficient and the one-way ANOVA were used to analyze the data. The results were as follow: first, the average media use time of young children was three hours and 54 minutes. Additionally, young children spent more media exposure time with parents and siblings, than the time they spent alone on media. Two, the aggressiveness of the children was higher with longer use time of smart devices, and boys had higher scores on emotional reactivity in internalizing problem behavior, as well as aggressiveness, and problem behavior in externalizing problem behavior. Additionally, when young children were alone while using smart devices, their attentiveness and aggressiveness were higher in externalizing problem behavior.",김보라,2019,https://www.riss.kr/link?id=A106492969
구조적 가족치료와 전략적 가족치료의 통합적 접근,"The key concept of structural family therapy model is family structure, which is made of repeated interaction among family members. Related concepts of family structure are family subsystem, boundary, enmeshed and disengaged family. The purpose of structural family therapy is removal of symptoms(short-term) and restructuring the family and maintaining the changed family structure(ultimate purpose).
Strategic family therapy model emphasizes change itself rather than understanding the problem. It focuses on sequence of behaviors, communication types, and here and now approach. The symptom is often the power struggle among family members. Coalition across generation lines destroys the hierarchical structure, which generates dysfunctional triangles and perpetuates the symptoms Structural family therapy focused on techniques and developed innovational ways to change families.
There are many commonality between structural family therapy and strategic family therapy. First of all, couple subsystem is viewed as the most important and relatively stable system. Strengthening couple subsystem is often pursued in both models. Both models also are relatively short-term, focuses on directly dealing with problems rather than gaining insights about problems. Therapists, in both models, are more actively involved with family members, initiating many tactics of change. Skills are also similar. Joining with family, enactment, reframing and relabeling are common in both models. Of course, paradoxical intervention is more the characteristics of strategical family therapy model.
The concepts of family structure, use of specific and behavioral strategies fit Korean family. It may be particularly useful to solve fixated pattern of communication among family members and rigid hierarchical family.",신혜섭,2003,https://www.riss.kr/link?id=A327127
이별을 경험한 대학생의 고통감과 이별 후 성장의 관계: 의도적 반추와 대처유연성의 조절된 매개효과,"This study aimed to identify whether coping flexibility can moderate the mediating effect of deliberate rumination in the relationship between distress and post-traumatic growth of university students Who experienced breakups. Online data approximately 330 University students were analyzed, The moderated mediation effect of deliberate rumination in the relationship between distress and post-traumatic growth was examined. Data were analyzed using SPSS 23.0 program and PROCESS Macro(v.3.1). The results are as follows. First, deliberate rumination has a mediating effect on the relationship between distress after breakups and post-traumatic growth. Second, coping flexibility has a moderating effect on the relationship between deliberate rumination and post-traumatic growth. Third, coping flexibility has a moderated mediating effect through deliberate rumination on the relationship between distress after breakups and post-traumatic growth. Hense, when distress after breakups leads to post-traumatic growth through deliberate rumination, high levels of coping flexibility promotes the effect of deliberate rumination. The results of this study suggest that therapeutic interventions help to increase the level of coping flexibility required after experiencing a breakups.",서은비,2022,https://www.riss.kr/link?id=A108324568
"대상관계이론의 관점에서 본 자녀양육과 자아발달: 클라인, 비온 그리고 위니컷을 중심으로","The modern psychoanalytic approach of object relations theory, in particular, has emphasized that human beings grow up and exist in interactional relationships. Furthermore, these theories purport that self-development occurs through internalizing those relationships. This study explores the relationship between parenting and self-development from the perspectives of Klein, Bion, and Winnicott’s object relations theories. These three theorists have highlighted primary caregivers’ critical role in a child’s self-development. This study focuses on the main concepts of these theorists, including “projective identification,” “containment,” and “holding.” The study examines the implications of each concept to better understand the role of parenting in a child’s self-development. The results of this study outline Klein’s “projective identification” as a defense mechanism. It serves as a child’s way of protecting themselves from anxieties due to death drive, while relating them to external objects. Bion’s containment theory provides perspective on the intersubjective relationship between a mother and child. This is critical in the context of the child’s self-development. Lastly, Winnicott emphasized the role of the mother as a holding environment for a child.",김은정,2022,https://www.riss.kr/link?id=A108324564
한국과 영국의 학교 성교육 비교 연구,"Sex education in the U.K. follows an ideal model, co-operation where ever possible between homes, schools, and communities, whereas in Korea schools are mostly responsible for sex education. Moreover, Central Government and LEAs are deeply involved in school sex education in the U.K., in contrasts the concrete help at Government level is very limited in Korea though the necessity of sex education is acknowledged. These differences be accounted for by the different social and cultural backgrounds of the two countries, especially given the different thoughts of the people-oriental and occidental- . In the U.K., sex education has been a compulsory subject in secondary schools since 1994 (by the Education Act 1993), and it is well managed with the support at Government level as compared with that of Korea. Sex education in the U.K. may give some lessons for practising and developing sex education in Korea because the people in both countries have similarly conservative thinking about school sex education and it is implemented very carefully in the U.K.. In this article, a general comparison of background, policy, aims, content, management, teacher training, and materials of sex education between the two countries is made.",김정옥,1996,https://www.riss.kr/link?id=A2086377
코로나19 팬데믹 시대의 가족스트레스가 가족기능에 미치는 영향: 인지적 대처와 우울의 매개효과,"Objective: The purpose of this study was to investigate effects of Family Stress on Cognitive Coping, Depression, and Family Functioning during the COVID-19 pandemic. Methods: Subjects of this study were 679 married people with children under the age of 19, with a psychological crisis level of 6 or higher out of 10 after the onset of COVID-19. Data were analyzed using SPSS 25.0 program. The path model was tested using the AMOS 23.0 program. Results: First, there were differences in family stress, cognitive coping, depression, and family function according to demographic variables. Second, Family stress during the COVID-19 pandemic affected depression through cognitive coping. Third, cognitive coping during the COVID-19 pandemic affected family function through depression. Fourth, family stress during the COVID-19 pandemic had an indirect effect on family functioning through cognitive coping and depression. Cognitive coping had a mediating effect on the relationship between family stress and depression. It also had a mediating effect on the relationship between family stress and family functioning. Conclusion: Results of the current study highlight the significance of intervention in cognitive coping to improve family functioning. That is, counseling and education programs need to focus on cognitive coping to effectively intervene in family stress and depression during the COVID-19 pandemic.",박이슬,2022,https://www.riss.kr/link?id=A108117548
